"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"SI","2018-10-03","97.7","-3.1224","6.2603","Blake Treinen",592450,595014,"null","ball",,,,,"13","null","F","R","R","NYY","OAK","B","null","null",0,0,2018,"-1.6517","0.4461","-1.1568","2.2404","null","null","null",2,7,"Bot","null","null",,,518960,,"181004_025156","8.8323","-141.7734","-6.1975","-23.6813","32.3132","-25.1647","3.7560","1.7460","null","null","null","96.1540","2437","5.5490",563346,595014,518960,621566,476704,656305,543760,605361,657656,572039,"54.9494","null","null","null","null","null","null","null",57,"1","Sinker",6,0,6,0,0,6,6,0,"Strategic","Standard"
"FC","2018-10-03","93.6","-3.1256","6.3045","Blake Treinen",457705,595014,"null","called_strike",,,,,"2","null","F","R","R","NYY","OAK","S","null","null",0,0,2018,"0.1051","0.8878","0.2012","3.1798","null","null","null",1,7,"Bot","null","null",,,518960,,"181004_025050","8.2441","-136.0453","-4.2496","-0.2156","24.8059","-20.7291","3.3190","1.5130","null","null","null","92.9980","2475","5.6200",563346,595014,518960,621566,476704,656305,543760,605361,657656,572039,"54.8780","null","null","null","null","null","null","null",56,"1","Cutter",6,0,6,0,0,6,6,0,"Infield shift","Standard"
"FC","2018-10-03","93.2","-3.1462","6.3041","Blake Treinen",650402,595014,"null","ball",,,,,"14","null","F","R","R","NYY","OAK","B","null","null",1,1,2018,"0.0036","0.8176","1.7387","0.5411","null","null","null",0,7,"Bot","null","null",,,518960,,"181004_024859","12.3523","-134.8468","-10.6340","-2.3423","26.0459","-20.4765","3.4110","1.5650","null","null","null","92.2480","2616","5.7870",563346,595014,518960,621566,476704,656305,543760,605361,657656,572039,"54.7110","null","null","null","null","null","null","null",55,"3","Cutter",6,0,6,0,0,6,6,0,"Strategic","Standard"
"SI","2018-10-03","97.3","-3.0076","6.2377","Blake Treinen",650402,595014,"null","ball",,,,,"14","null","F","R","R","NYY","OAK","B","null","null",0,1,2018,"-1.5991","0.5838","0.2517","0.8614","null","null","null",0,7,"Bot","null","null",,,518960,,"181004_024836","12.1758","-140.7347","-10.0227","-23.6492","31.3342","-22.5328","3.4110","1.5650","null","null","null","96.0940","2378","5.8890",563346,595014,518960,621566,476704,656305,543760,605361,657656,572039,"54.6095","null","null","null","null","null","null","null",55,"2","Sinker",6,0,6,0,0,6,6,0,"Strategic","Standard"
"SI","2018-10-03","96.2","-3.1171","6.2634","Blake Treinen",650402,595014,"null","called_strike",,,,,"5","null","F","R","R","NYY","OAK","S","null","null",0,0,2018,"-1.5396","0.6861","0.2266","2.3655","null","null","null",0,7,"Bot","null","null",,,518960,,"181004_024817","12.0540","-139.4306","-6.1590","-22.1993","29.2043","-22.3518","3.4110","1.5650","null","null","null","94.9300","2368","5.6180",563346,595014,518960,621566,476704,656305,543760,605361,657656,572039,"54.8804","null","null","null","null","null","null","null",55,"1","Sinker",6,0,6,0,0,6,6,0,"Standard","Standard"
"FC","2018-10-03","93.3","-2.6837","5.7086","David Robertson",605361,502085,"null","ball",,,,,"13","null","F","L","R","NYY","OAK","B","null","null",1,1,2018,"0.0937","1.5957","-0.2953","0.6771","null","null","null",2,7,"Top","null","null",,,596142,,"181004_024143","5.9782","-135.5191","-10.8233","-0.0799","28.4575","-10.0710","3.3190","1.5130","null","null","null","94.1240","2648","6.7820",563346,502085,596142,572228,650402,588751,544369,457705,543305,592450,"53.7157","null","null","null","null","null","null","null",54,"3","Cutter",6,0,0,6,0,6,0,6,"Standard","Strategic"
"KC","2018-10-03","86.2","-2.8220","5.7441","David Robertson",605361,502085,"null","ball",,,,,"13","null","F","L","R","NYY","OAK","B","null","null",0,1,2018,"0.6282","-1.2040","-0.1462","-0.3534","null","null","null",2,7,"Top","null","null",,,596142,,"181004_024115","5.0735","-125.3458","-5.7633","5.4564","26.8834","-43.7197","3.3190","1.5130","null","null","null","85.7080","3081","6.1490",563346,502085,596142,572228,650402,588751,544369,457705,543305,592450,"54.3495","null","null","null","null","null","null","null",54,"2","Knuckle Curve",6,0,0,6,0,6,0,6,"Standard","Strategic"
"FC","2018-10-03","93.0","-2.7277","5.7583","David Robertson",605361,502085,"null","called_strike",,,,,"7","null","F","L","R","NYY","OAK","S","null","null",0,0,2018,"0.0429","1.4637","-0.4703","1.7433","null","null","null",2,7,"Top","null","null",,,596142,,"181004_024100","5.7382","-135.3153","-7.8446","-0.6748","28.5272","-12.4495","3.3190","1.5130","null","null","null","93.8610","2657","6.7240",563346,502085,596142,572228,650402,588751,544369,457705,543305,592450,"53.7742","null","null","null","null","null","null","null",54,"1","Cutter",6,0,0,6,0,6,0,6,"Standard","Strategic"
"FC","2018-10-03","92.3","-2.5354","5.7195","David Robertson",518960,502085,"null","ball",,,,,"14","null","F","R","R","NYY","OAK","B","null","null",1,0,2018,"0.0196","1.7423","1.3895","2.1536","null","null","null",1,7,"Top","null","null",,,596142,,"181004_023928","9.9985","-134.0858","-7.1166","-1.8702","28.2878","-9.5771","3.3710","1.5350","null","null","null","92.8860","2677","6.6730",563346,502085,596142,572228,650402,588751,544369,457705,543305,592450,"53.8250","null","null","null","null","null","null","null",53,"2","Cutter",6,0,0,6,0,6,0,6,"Standard","Strategic"
"FC","2018-10-03","93.3","-2.4965","5.8548","David Robertson",518960,502085,"null","ball",,,,,"13","null","F","R","R","NYY","OAK","B","null","null",0,0,2018,"0.0470","1.7817","-0.5276","1.3769","null","null","null",1,7,"Top","null","null",,,596142,,"181004_023904","4.9942","-135.5151","-9.7593","-0.5529","30.8771","-7.9589","3.3710","1.5350","null","null","null","93.7710","2712","6.7630",563346,502085,596142,572228,650402,588751,544369,457705,543305,592450,"53.7349","null","null","null","null","null","null","null",53,"1","Cutter",6,0,0,6,0,6,0,6,"Standard","Strategic"
"FC","2018-10-03","91.9","-2.4690","5.8193","David Robertson",543760,502085,"null","called_strike",,,,,"6","null","F","R","R","NYY","OAK","S","null","null",1,0,2018,"0.1576","1.5694","0.7094","2.3724","null","null","null",0,7,"Top","null","null",,,596142,,"181004_023801","7.7525","-133.6083","-6.3407","0.2131","29.1694","-12.0187","3.3710","1.5350","null","null","null","92.3800","2626","6.6540",563346,502085,596142,572228,650402,588751,544369,457705,543305,592450,"53.8440","null","null","null","null","null","null","null",52,"2","Cutter",6,0,0,6,0,6,0,6,"Infield shift","Standard"
"FC","2018-10-03","92.5","-2.5394","5.7837","David Robertson",543760,502085,"null","ball",,,,,"14","null","F","R","R","NYY","OAK","B","null","null",0,0,2018,"0.1547","1.7956","1.3273","1.5810","null","null","null",0,7,"Top","null","null",,,596142,,"181004_023746","9.5981","-134.2170","-8.9223","-0.2614","30.2215","-8.3103","3.3710","1.5350","null","null","null","93.1130","2656","6.9000",563346,502085,596142,572228,650402,588751,544369,457705,543305,592450,"53.5985","null","null","null","null","null","null","null",52,"1","Cutter",6,0,0,6,0,6,0,6,"Infield shift","Standard"
"SI","2018-10-03","96.7","-3.1094","6.3073","Blake Treinen",588751,595014,"null","called_strike",,,,,"8","null","F","R","R","NYY","OAK","S","null","null",0,0,2018,"-1.5085","0.3119","-0.2033","2.0775","null","null","null",1,6,"Bot","null","null",,,518960,,"181004_023330","10.9407","-140.2079","-6.3194","-21.8748","29.8033","-27.0206","3.3710","1.5350","null","null","null","95.6030","2400","5.7210",563346,595014,518960,621566,476704,656305,543760,605361,657656,572039,"54.7774","null","null","null","null","null","null","null",50,"1","Sinker",6,0,6,0,0,6,6,0,"Standard","Standard"
"SI","2018-10-03","96.9","-3.0404","6.3092","Blake Treinen",572228,595014,"null","ball",,,,,"11","null","F","R","R","NYY","OAK","B","null","null",2,2,2018,"-1.6839","0.5144","-1.9001","2.5483","543305.00","519317.00","null",0,6,"Bot","null","null",,,518960,,"181004_022611","6.6826","-140.7586","-5.5820","-23.3398","29.9749","-24.5272","3.4900","1.6010","null","null","null","95.8010","2169","5.6130",563346,595014,518960,621566,476704,656305,543760,605361,657656,572039,"54.8848","null","null","null","null","null","null","null",48,"5","Sinker",3,0,3,0,0,3,3,0,"Strategic","Standard"
